16,939,1.36,372.7563,339.0943,33.6621
16,87,6.10,7038.9421,5460.9960,1577.9461
16,102,1.18,109.3892,109.3892,0.0000
16,133,2.98,1286.4655,924.9155,361.5500
17,28,1.01,435.9521,313.1632,122.7889
17,37,1.97,1334.8730,1217.9606,116.9124
18,414,1.82,716.4894,416.8429,299.6465
18,18,2.05,1117.4558,969.0605,148.3953
18,2,1.64,899.5339,739.5235,160.0104
18,434,1.56,420.9572,420.9572,0.0000
19,658,4.48,2561.4470,2561.4470,0.0000
19,54,3.33,1425.0887,1148.7065,276.3821
20,47,7.42,630.5229,506.8121,123.7108
21,32,5.61,456.8296,308.2887,148.5409
21,21,2.52,345.4015,260.0875,85.3140
21,43,3.08,1636.1978,958.5973,677.6005
21,50,2.52,360.5714,197.6384,162.9330
22,333,7.29,467.0907,467.0907,0.0000
22,132,1.07,242.7864,238.0516,4.7348
22,904,1.78,47.0603,30.7524,16.3080
22,25,1.65,40.7160,36.5947,4.1213
22,7,2.26,947.3081,947.3081,0.0000
23,42,6.07,4153.4773,4153.4773,0.0000
23,103,1.18,237.0923,237.0923,0.0000
23,33,2.00,940.0642,940.0642,0.0000
23,97,5.16,506.9169,506.9169,0.0000
23,989,9.26,651.7428,513.8261,137.9167
24,7,1.70,223.2223,223.2223,0.0000
25,12,1.98,305.0864,213.6876,91.3988
26,85,1.61,426.0156,368.2023,57.8133
26,39,2.97,1873.6292,1873.6292,0.0000
26,1,2.62,1049.3387,972.0957,77.2430
26,9,2.98,130.4246,127.9771,2.4475
26,100,2.38,410.8963,302.6025,108.2937
26,104,7.95,1907.3835,1509.5766,397.8069
26,114,2.04,102.0441,78.4910,23.5531
26,59,2.36,1183.2646,799.7985,383.4661
26,107,1.20,720.1033,469.0524,251.0509
26,20,4.30,286.6766,286.6766,0.0000
27,826,1.79,35.2116,19.5306,15.6810
28,2,4.96,2986.7664,2843.2747,143.4917
29,151,1.59,779.6062,779.6062,0.0000
29,115,2.97,2546.0848,2191.2026,354.8821
29,79,6.42,417.7948,286.5516,131.2432
29,89,1.11,365.7601,345.4258,20.3343
29,33,6.73,899.3043,899.3043,0.0000
29,6,2.00,84.3400,84.3400,0.0000
29,59,3.70,1099.3850,1099.3850,0.0000
29,21,1.22,129.4748,129.4748,0.0000
29,110,5.03,324.6881,317.9124,6.7757
29,146,2.49,516.1933,418.6601,97.5332
29,971,1.77,795.6035,629.6933,165.9102
29,173,3.62,1122.1893,1122.1893,0.0000
29,24,4.05,922.6463,668.7501,253.8961
30,38,1.65,728.6307,728.6307,0.0000
30,23,7.99,1409.8547,1409.8547,0.0000
30,50,1.45,628.0193,628.0193,0.0000
30,51,6.78,1819.9422,988.8835,831.0586
30,842,1.20,66.6335,66.6335,0.0000
31,629,1.02,47.6898,35.9825,11.7072
32,84,1.11,220.5532,207.8601,12.6930
32,185,6.98,664.1032,450.8043,213.2989
32,114,3.56,3446.0895,1854.2119,1591.8776
32,48,3.85,1222.1849,845.7497,376.4353
32,56,1.52,874.5792,739.6697,134.9095
32,228,1.59,171.5461,171.5461,0.0000
32,132,2.11,69.4076,59.4844,9.9232
32,733,1.28,501.4053,501.4053,0.0000
32,141,4.04,149.8529,114.3981,35.4548
33,87,8.47,6453.6266,4144.0504,2309.5762
33,42,6.73,4602.1891,3415.2716,1186.9175
33,424,6.87,2069.8406,1643.9085,425.9321
33,645,3.63,309.1493,309.1493,0.0000
33,94,3.55,712.6796,639.5653,73.1143
33,710,5.15,1382.3085,1009.5604,372.7481
33,47,1.55,580.3247,544.2439,36.0808
33,60,3.52,75.7212,75.7212,0.0000
33,37,1.74,597.8435,597.8435,0.0000
33,120,3.09,108.0890,58.1286,49.9604
33,677,1.60,542.3056,303.5847,238.7210
34,40,9.13,782.7888,782.7888,0.0000
34,363,1.42,652.3917,652.3917,0.0000
34,658,4.33,2480.3603,1643.4908,836.8695
34,28,4.93,2132.0840,1825.6606,306.4234
35,971,3.35,1508.2849,1011.5648,496.7201
35,114,1.25,266.9497,230.8031,36.1466
35,112,2.26,167.4749,132.6544,34.8205
35,606,1.51,49.1897,42.9286,6.2611
35,92,1.95,426.6140,301.6810,124.9330
35,142,3.92,942.7899,789.9161,152.8738
35,987,1.06,331.8733,305.1243,26.7490
35,942,1.24,212.3661,180.2366,32.1295
35,788,2.78,1526.5060,1526.5060,0.0000
35,87,1.07,100.6383,58.4249,42.2134
35,222,6.95,2585.7313,2480.3265,105.4048
36,80,5.45,599.7203,599.7203,0.0000
36,127,3.13,226.6278,226.6278,0.0000
36,86,3.90,1816.0080,1816.0080,0.0000
36,31,1.87,42.0116,36.9432,5.0684
36,15,3.41,1359.7917,1359.7917,0.0000
36,856,5.38,483.0133,423.2256,59.7877
36,78,2.33,88.3505,88.3505,0.0000
36,532,5.03,2148.5992,1566.2414,582.3578
36,45,1.50,73.8237,73.8237,0.0000
37,69,7.75,1466.5345,1138.3322,328.2023
37,134,6.80,2593.6304,2593.6304,0.0000
37,133,5.53,1534.5799,1530.7179,3.8620
37,74,2.92,924.8259,924.8259,0.0000
37,87,2.29,215.3375,215.3375,0.0000
37,142,2.22,533.6603,517.3043,16.3560
37,45,6.78,662.8259,570.1989,92.6270
38,120,1.34,147.5583,113.7289,33.8294
38,122,2.08,387.4086,352.0196,35.3891
38,453,2.58,2457.0385,2457.0385,0.0000
38,99,1.58,697.2891,657.8897,39.3994
38,30,3.83,766.5270,766.5270,0.0000
38,479,1.84,480.9466,445.8745,35.0721
38,65,1.70,991.1147,864.0556,127.0592
38,744,2.24,895.5355,895.5355,0.0000
38,106,4.40,3680.0694,3680.0694,0.0000
38,184,2.04,698.7633,698.7633,0.0000
38,621,2.13,884.1664,760.1279,124.0385
38,155,1.36,183.7951,183.7951,0.0000
39,21,3.12,116.1755,116.1755,0.0000
39,637,1.99,220.8037,210.0592,10.7445
39,26,1.24,352.3495,251.5975,100.7519
39,71,1.47,405.0392,405.0392,0.0000
39,81,1.56,180.6203,178.5299,2.0903
39,191,3.13,279.0726,203.2611,75.8115
39,127,6.67,2254.7427,1821.2945,433.4482
39,92,5.79,927.2885,734.4705,192.8180
39,120,3.50,593.5385,577.3266,16.2119
39,97,4.81,601.9082,545.8958,56.0123
40,55,1.18,605.5018,421.4630,184.0388
40,632,4.41,146.4122,146.4122,0.0000
40,210,4.05,1491.8285,1491.8285,0.0000
40,111,3.48,307.1886,261.4432,45.7454
40,24,2.95,1194.9534,1191.0998,3.8536
40,775,1.04,1191.5713,1001.8908,189.6805
40,989,4.16,627.3643,424.3149,203.0495
40,702,1.11,619.6208,484.1328,135.4881
40,26,1.06,106.4105,85.6663,20.7442
40,137,3.36,416.3971,353.5199,62.8772
41,93,1.34,305.3165,215.2567,90.0598
41,13,2.54,129.3763,129.3763,0.0000
41,526,6.12,68.0704,58.0171,10.0533
41,46,2.51,180.2100,157.4333,22.7767
41,70,6.01,2968.9908,2856.1427,112.8481
41,32,4.30,741.8076,741.8076,0.0000
42,19,5.53,209.8074,155.5694,54.2380
42,7,1.74,411.9247,323.7365,88.1882
42,314,9.51,610.5791,605.0483,5.5308
42,615,5.11,101.4695,101.4695,0.0000
43,81,1.26,44.9195,44.9195,0.0000
43,537,3.91,1062.1380,1001.2794,60.8586
43,831,6.19,1363.5558,986.5805,376.9754
43,971,8.72,3925.2506,3925.2506,0.0000
43,406,1.88,982.7044,589.8232,392.8813
43,35,4.51,75.3323,68.8779,6.4545
43,67,2.46,307.9091,253.0897,54.8194
43,34,3.02,740.3821,581.6232,158.7589
43,70,5.36,75.6429,75.0153,0.6276
43,14,8.01,435.8911,425.2536,10.6374
43,113,1.34,42.3228,37.1051,5.2177
43,74,1.28,405.1733,405.1733,0.0000
44,109,4.95,2123.7549,1627.6051,496.1498
44,24,7.88,1794.1055,986.4726,807.6329
44,87,1.91,179.4449,92.0060,87.4388
44,161,1.45,528.5903,356.1392,172.4511
44,107,1.98,496.8629,496.8629,0.0000
44,103,7.80,3578.2370,2451.1518,1127.0852
44,173,1.79,553.8153,553.8153,0.0000
44,79,1.04,67.9892,63.9418,4.0474
44,302,2.00,338.4634,235.7579,102.7054
44,151,6.16,3024.3373,3024.3373,0.0000
44,6,1.18,49.6810,49.6810,0.0000
44,127,1.35,174.4676,146.6859,27.7818
44,61,1.80,509.2924,473.7277,35.5647
44,94,2.57,876.0443,502.6932,373.3511
44,23,5.01,6550.5245,5261.8005,1288.7240
44,265,1.05,54.2833,48.6878,5.5954
45,203,3.19,1922.4461,1439.8460,482.6001
45,159,2.03,1200.2025,785.2082,414.9943
45,735,7.48,3632.4564,3137.7985,494.6579
45,261,1.02,461.1441,286.2430,174.9012
45,991,1.21,670.8342,670.8342,0.0000
45,424,6.01,677.9946,460.9113,217.0833
46,489,2.13,124.6097,110.8161,13.7936
47,202,1.00,307.9995,246.2856,61.7139
47,63,1.66,40.9304,28.7675,12.1629
47,329,3.33,97.2427,57.5362,39.7065
47,57,1.43,33.9581,27.2812,6.6769
48,42,2.49,55.9679,55.9679,0.0000
48,36,2.91,355.1939,355.1939,0.0000
49,54,2.52,1721.1665,1175.2337,545.9327
49,20,1.98,1333.1222,958.3409,374.7813
49,8,1.60,485.9458,485.9458,0.0000
49,710,2.17,582.6882,564.6106,18.0776
50,704,3.81,1228.6517,953.2239,275.4278
50,270,2.80,1691.2103,1691.2103,0.0000
50,236,1.07,85.2380,79.9281,5.3099
50,233,3.73,284.5584,177.3404,107.2181
50,189,7.45,1591.9034,1233.8433,358.0602
50,160,3.06,1358.4213,1008.8545,349.5668
50,298,1.15,75.3780,71.2503,4.1277
50,199,2.74,1140.1991,1140.1991,0.0000
50,107,5.17,2978.0983,2978.0983,0.0000
50,591,6.67,4480.2449,3291.7205,1188.5244
50,78,5.54,147.8534,147.8534,0.0000
50,769,1.20,717.6338,486.2521,231.3817
50,174,1.33,758.2679,750.3002,7.9677
50,672,1.99,926.7267,866.5233,60.2034
50,94,1.38,26.5498,26.5498,0.0000
50,779,2.92,72.6210,55.5382,17.0828
50,606,2.31,1012.0316,1007.3596,4.6720
50,178,1.56,1813.4703,1156.1473,657.3230
50,735,6.15,2986.6647,2986.6647,0.0000
50,33,1.66,184.5030,106.9316,77.5713
50,12,1.09,306.6607,223.1268,83.5338
50,112,3.71,2421.6166,2271.7526,149.8639
50,203,2.84,1716.2734,1146.0055,570.2679
51,60,6.98,137.3921,122.1593,15.2329
51,8,8.09,1597.4785,1597.4785,0.0000
51,29,4.56,84.1884,67.0653,17.1231
52,32,1.87,152.0216,111.0755,40.9461
53,547,9.23,1022.1155,956.2045,65.9110
53,110,4.40,1629.4260,1331.9858,297.4402
53,70,2.32,237.3794,211.7334,25.6460
53,51,2.04,558.0838,555.8476,2.2362
53,54,4.84,1872.2691,1845.3401,26.9290
53,12,5.40,937.7497,773.1874,164.5623
54,45,6.15,4588.0268,3646.8752,941.1515
54,229,4.86,659.0293,621.9122,37.1172
54,849,1.89,512.2601,362.3512,149.9089
54,56,1.77,1018.9517,651.9855,366.9662
54,393,5.68,234.3727,202.5356,31.8371
54,204,2.17,241.1871,241.1871,0.0000
54,78,4.22,112.5264,76.6983,35.8281
54,784,1.99,26.7659,19.3914,7.3745
54,689,4.42,388.1308,358.8622,29.2686
54,793,1.86,1227.8160,1227.8160,0.0000
54,158,5.25,2957.9457,1790.7551,1167.1906
54,36,2.63,425.4236,424.5887,0.8349
54,71,3.67,1012.4901,1012.4901,0.0000
54,10,1.75,768.7629,471.4122,297.3507
54,94,5.51,105.8045,55.4495,50.3550
54,96,2.89,1438.5106,1097.7572,340.7534
54,108,5.55,578.9896,317.1008,261.8889
54,12,1.00,282.5116,221.3464,61.1652
54,851,2.89,2308.2695,2253.1852,55.0843
54,17,5.27,3436.0797,3408.6322,27.4474
54,134,3.94,968.0147,960.8444,7.1703
55,798,2.95,494.4497,345.9569,148.4928
55,547,5.72,691.2575,691.2575,0.0000
55,134,3.99,4975.9166,4543.8665,432.0500
55,58,1.67,273.4661,199.9447,73.5214
55,665,1.53,229.6494,221.9136,7.7358
55,187,2.72,343.6344,340.1457,3.4887
55,530,3.84,135.8015,90.2833,45.5182
55,593,2.50,52.5919,52.5919,0.0000
55,23,1.09,265.7526,265.7526,0.0000
55,130,1.89,282.4845,282.4845,0.0000
55,21,1.93,962.8148,891.9315,70.8833
56,914,4.03,633.1668,442.8256,190.3412
56,73,1.11,63.5223,61.7462,1.7761
56,67,3.07,1359.2522,725.2669,633.9853
56,76,1.03,31.9139,31.9139,0.0000
57,71,1.88,994.9004,994.9004,0.0000
57,106,1.00,385.6791,344.9501,40.7290
57,157,1.66,64.8749,64.8749,0.0000
57,124,4.67,2354.3645,1821.9961,532.3684
57,988,3.17,131.4942,85.4333,46.0609
57,98,2.61,709.0458,709.0458,0.0000
57,36,1.79,1269.7048,1110.8576,158.8471
57,982,4.66,4397.6402,4397.6402,0.0000
57,138,1.79,546.1481,437.9157,108.2324
57,162,2.74,599.1360,599.1360,0.0000
57,42,6.40,224.8769,153.5393,71.3376
57,419,4.60,1991.4508,1466.8643,524.5864
57,116,5.83,208.9371,142.3936,66.5435
57,519,6.39,242.7114,173.8099,68.9015
58,42,3.34,117.3950,81.5792,35.8158
58,829,8.99,9169.6433,7008.9096,2160.7336
58,64,1.76,49.1881,43.3055,5.8826
58,99,4.44,3654.2331,3654.2331,0.0000
59,7,1.55,784.7297,784.7297,0.0000
60,88,4.88,129.2610,129.2610,0.0000
61,28,2.80,1209.8719,823.1110,386.7610
61,15,2.28,35.1486,34.4914,0.6572
61,50,3.04,1312.3380,1312.3380,0.0000
61,39,1.00,164.8078,164.8078,0.0000
62,175,3.38,2597.1170,2597.1170,0.0000
62,79,5.62,1009.6762,1009.6762,0.0000
62,632,9.40,311.6425,243.3760,68.2665
62,729,4.69,303.3698,242.3107,61.0591
62,50,5.65,3066.4191,2174.2416,892.1776
62,163,1.03,215.7662,179.9795,35.7867
62,14,1.22,460.8258,364.5619,96.2638
62,148,8.31,373.3102,373.3102,0.0000
62,76,1.19,506.5392,502.0963,4.4429
62,181,2.34,338.8488,284.0811,54.7677
62,761,5.39,102.7488,102.7488,0.0000
62,125,2.54,242.6717,242.6717,0.0000
62,158,1.31,70.1045,53.0779,17.0266
62,110,1.18,419.4923,419.4923,0.0000
62,55,6.99,3581.2788,3581.2788,0.0000
62,102,1.52,814.7183,734.5308,80.1874
62,56,7.33,1940.5163,1293.3066,647.2098
63,434,3.15,847.2599,582.8841,264.3758
63,11,1.92,811.5530,744.5306,67.0223
63,485,1.68,157.2654,157.2654,0.0000
63,50,3.53,506.4973,389.8694,116.6280
64,5,3.43,546.0273,531.5162,14.5111
64,22,1.54,711.3706,638.7244,72.6462
64,4,7.61,4323.1888,2232.3450,2090.8439
64,16,8.78,594.4349,411.4024,183.0325
64,747,1.50,225.9159,159.2007,66.7153
65,473,5.88,961.0642,759.1707,201.8935
65,57,1.88,585.5235,435.6276,149.8959
65,822,1.93,399.5493,290.5574,108.9920
66,43,6.79,3613.0837,3613.0837,0.0000
66,22,5.07,2346.4000,1632.9688,713.4312
67,12,5.28,428.2895,428.2895,0.0000
68,63,9.84,243.2695,163.7607,79.5088
68,484,6.70,230.5681,157.6452,72.9229
68,822,4.49,495.9386,350.1766,145.7621
68,855,1.79,842.1036,842.1036,0.0000
68,64,1.98,210.9116,109.1651,101.7465
68,181,2.16,312.6405,214.1376,98.5029
68,162,1.78,626.8233,626.8233,0.0000
68,50,1.94,1054.9434,1048.7813,6.1621
68,112,2.03,796.0650,646.5572,149.5077
68,123,3.74,705.9921,511.1640,194.8282
68,189,9.21,312.2039,289.8534,22.3505
68,411,6.03,1853.4145,1787.1006,66.3139
68,197,4.79,2947.5765,2794.7962,152.7802
68,57,3.29,78.2644,78.2644,0.0000
68,97,4.87,5012.7034,4403.4644,609.2390
68,24,1.87,759.4153,759.4153,0.0000
68,178,1.05,467.4891,467.4891,0.0000
69,76,1.33,114.2136,87.3440,26.8696
69,86,3.45,1641.0597,1168.2923,472.7674
70,542,9.88,9160.0410,9160.0410,0.0000
70,644,5.92,4051.1745,3839.1879,211.9866
70,92,3.91,539.9515,539.9515,0.0000
70,316,2.69,40.4342,35.8877,4.5465
70,764,5.78,3291.9354,2306.1631,985.7723
70,31,8.80,179.4779,161.0651,18.4128
71,56,4.12,420.8495,225.7674,195.0822
71,77,5.38,662.7527,662.7527,0.0000
72,245,1.48,93.1649,93.1649,0.0000
72,211,2.69,1891.3100,1891.1450,0.1649
73,10,2.29,753.1018,705.7541,47.3477
74,56,1.19,524.9533,384.0115,140.9418
74,49,7.13,4960.9931,4895.3488,65.6443
74,5,1.69,290.7833,159.8182,130.9651
74,748,2.75,1824.9079,1590.7476,234.1603
74,77,3.10,1251.5118,943.9005,307.6114
74,58,2.76,1397.6278,1341.7627,55.8651
74,25,5.08,4690.2432,4114.2043,576.0389
74,94,1.44,179.4276,91.2022,88.2253
74,93,4.77,494.5413,394.5839,99.9575
74,176,1.14,258.2822,258.2822,0.0000
74,229,2.96,263.8914,263.8914,0.0000
75,897,2.45,1237.2235,871.4433,365.7801
76,2,4.86,1107.0316,739.3698,367.6617
76,126,1.68,74.3969,74.3969,0.0000
76,134,2.16,824.2073,824.2073,0.0000
76,19,6.18,646.6988,646.6988,0.0000
76,84,6.43,3012.3662,3012.3662,0.0000
76,33,2.71,362.1439,362.1439,0.0000
76,92,3.81,830.8564,692.5616,138.2948
76,91,3.18,394.0569,391.1183,2.9385
76,58,1.99,83.9077,83.9077,0.0000
76,499,1.22,57.1683,43.3218,13.8466
76,302,2.71,459.3740,314.4656,144.9083
76,831,4.04,891.3743,757.6533,133.7210
76,17,2.52,2059.9190,2026.4734,33.4456
76,70,1.10,15.5342,12.5903,2.9439
76,162,6.72,1243.4960,1243.4960,0.0000
76,159,1.41,803.1215,559.9508,243.1707
77,5,1.79,569.4893,472.2006,97.2887
78,826,1.72,33.9357,31.6149,2.3208
79,27,1.59,155.8918,112.8919,42.9999
80,17,1.76,672.5625,616.4677,56.0948
81,173,1.80,1007.3726,700.8254,306.5472
81,971,2.63,1166.8291,738.5537,428.2754
81,491,1.56,337.1459,276.9201,60.2258
81,125,1.65,76.6758,49.1121,27.5636
81,859,7.46,1565.5602,1154.8383,410.7220
81,190,5.79,115.6085,98.8621,16.7464
81,77,1.09,134.4920,134.4920,0.0000
81,982,1.92,1814.4346,1538.5178,275.9169
81,359,2.76,2205.8586,1985.2367,220.6220
81,128,3.77,990.2133,990.2133,0.0000
81,355,3.57,1043.1323,926.4121,116.7201
81,337,6.66,949.5548,949.5548,0.0000
81,9,1.48,444.8654,443.5526,1.3128
81,149,2.41,85.0594,76.6808,8.3786
81,161,5.60,297.4854,297.4854,0.0000
81,87,1.07,936.1420,936.1420,0.0000
81,153,1.19,82.7482,57.5317,25.2165
82,31,4.87,675.9831,675.9831,0.0000
82,826,4.51,88.9844,63.1114,25.8730
83,260,3.83,431.6626,379.9930,51.6696
83,411,1.41,391.2934,334.9695,56.3240
83,706,1.90,1123.8298,1123.8298,0.0000
83,478,1.06,345.8037,294.0058,51.7979
83,21,3.58,381.3883,365.4651,15.9232
83,52,3.00,242.9836,242.9836,0.0000
83,44,2.28,835.3887,835.3887,0.0000
83,6,5.02,211.7247,211.7247,0.0000
84,486,2.83,185.3273,168.0849,17.2423
84,10,1.37,314.3925,239.2013,75.1912
84,935,1.17,140.8155,140.8155,0.0000
84,11,1.54,124.0071,124.0071,0.0000
84,188,2.51,704.1601,565.8925,138.2676
84,178,3.90,1318.8503,1243.2599,75.5904
84,337,4.83,688.0446,568.4225,119.6221
84,105,1.88,804.9568,804.9568,0.0000
84,114,4.04,735.5977,728.3326,7.2651
84,56,3.97,405.4379,405.4379,0.0000
84,491,1.71,369.6865,351.7184,17.9681
85,93,1.22,96.6293,71.5339,25.0954
85,288,2.81,74.8232,69.1294,5.6938
85,320,1.31,340.7648,306.3913,34.3735
85,96,1.96,26.9582,26.9582,0.0000
85,64,8.60,4975.8803,3857.2282,1118.6522
85,205,6.94,340.0262,271.4571,68.5691
85,872,1.78,1750.6498,1335.8002,414.8496
85,116,1.81,36.0426,31.4065,4.6362
85,436,1.41,486.3551,486.3551,0.0000
85,493,6.81,252.7299,252.7299,0.0000
85,990,1.63,1640.6296,1640.6296,0.0000
86,22,3.53,934.4220,752.4197,182.0022
86,65,1.92,237.2447,183.9965,53.2482
86,53,2.03,166.9271,133.7131,33.2140
86,46,1.53,462.5723,417.9958,44.5765
86,436,5.62,1933.4629,1933.4629,0.0000
86,612,6.29,4458.2384,4458.2384,0.0000
86,88,1.16,105.0010,105.0010,0.0000
87,74,1.66,180.0152,128.3238,51.6914
87,333,7.65,490.5168,342.8242,147.6926
87,142,8.05,1639.7617,1318.8484,320.9133
87,931,3.07,998.0335,998.0335,0.0000
87,106,7.34,6139.8262,5652.5895,487.2367
87,13,7.45,427.9929,427.9929,0.0000
87,194,2.73,756.5394,607.1786,149.3608
87,204,1.06,204.8222,153.8987,50.9235
87,260,7.11,1753.4199,1271.4847,481.9353
87,88,1.04,57.7142,44.9167,12.7975
87,163,2.50,1866.1220,1434.9110,431.2110
88,67,1.20,506.9283,482.3719,24.5563
88,25,4.42,2277.2216,1691.0758,586.1458
88,474,3.52,194.9353,183.0139,11.9214
88,644,1.57,1075.7332,940.5200,135.2132
88,640,5.91,2360.4942,2360.4942,0.0000
88,20,1.55,1043.2162,847.1981,196.0181
88,110,2.72,452.5073,438.9430,13.5643
88,79,2.25,1924.9442,1843.5631,81.3810
88,968,6.24,95.8143,82.0165,13.7977
88,70,2.58,486.7796,448.1557,38.6239
88,40,4.51,678.4423,678.4423,0.0000
88,710,8.52,2286.3183,2067.4760,218.8422
89,66,2.74,1526.6485,1526.6485,0.0000
89,260,3.73,421.4792,421.4792,0.0000
89,569,2.47,1531.0394,1531.0394,0.0000
90,8,3.04,2283.7425,1730.9252,552.8174
91,13,3.81,219.0249,191.8787,27.1462
91,102,1.74,394.7051,394.7051,0.0000
91,794,3.12,2325.6314,2247.3674,78.2639
91,228,1.63,459.4255,289.9451,169.4804
91,80,4.36,1295.7916,1023.9803,271.8112
91,696,7.13,8032.4591,5754.4367,2278.0224
91,24,8.79,7716.7565,6757.3320,959.4246
91,106,2.67,2231.3347,1623.8523,607.4825
91,85,6.72,554.8274,554.8274,0.0000
91,199,6.13,3697.7968,3101.4922,596.3045
91,852,1.46,262.0789,183.8837,78.1952
91,159,4.66,140.7261,140.7261,0.0000
91,194,2.54,704.3396,704.3396,0.0000
91,560,1.03,158.8380,108.8307,50.0073
91,148,1.69,342.6160,240.2202,102.3958
91,9,4.63,3832.9735,3225.2231,607.7504
91,103,2.33,877.3782,806.9508,70.4274
92,98,7.15,3899.2175,2203.3955,1695.8220
92,49,3.67,1596.2232,866.6173,729.6059
92,724,3.93,94.3484,57.8468,36.5016
92,52,1.23,216.5081,216.5081,0.0000
92,421,1.48,74.9181,45.1324,29.7857
92,37,5.98,542.6555,532.2698,10.3857
92,31,3.00,245.8708,166.4009,79.4699
92,955,3.95,383.7795,306.7879,76.9916
92,84,2.98,1466.8387,1180.1424,286.6963
93,57,6.23,1942.8391,1942.8391,0.0000
93,229,4.80,923.7384,840.7953,82.9430
93,34,2.62,1329.9864,1329.9864,0.0000
